stringId_A	stringId_B	preferredName_A	preferredName_B	ncbiTaxonId	score	nscore	fscore	pscore	ascore	escore	dscore	tscore
9606.ENSP00000263549	9606.ENSP00000342513	PARP12	IFI6	9606	0.677	0.0	0	0	0.562	0.0	0.0	0.291
9606.ENSP00000263549	9606.ENSP00000318804	PARP12	CRLF3	9606	0.682	0.0	0	0	0.0	0.0	0.0	0.682
9606.ENSP00000263549	9606.ENSP00000369213	PARP12	DDX58	9606	0.682	0.0	0	0	0.579	0.0	0.0	0.276
9606.ENSP00000263549	9606.ENSP00000264350	PARP12	HERC5	9606	0.693	0.0	0	0	0.553	0.0	0.0	0.34
9606.ENSP00000263549	9606.ENSP00000388001	PARP12	OAS1	9606	0.702	0.0	0	0	0.58	0.0	0.0	0.321
9606.ENSP00000263549	9606.ENSP00000360883	PARP12	IFIT3	9606	0.706	0.0	0	0	0.602	0.0	0.0	0.292
9606.ENSP00000263549	9606.ENSP00000456348	PARP12	PARP6	9606	0.708	0.0	0	0	0.051	0.0	0.0	0.705
9606.ENSP00000263549	9606.ENSP00000377344	PARP12	DDX60	9606	0.708	0.0	0	0	0.591	0.0	0.0	0.316
9606.ENSP00000263549	9606.ENSP00000381740	PARP12	PARP3	9606	0.709	0.0	0	0	0.085	0.0	0.0	0.695
9606.ENSP00000263549	9606.ENSP00000354394	PARP12	STAT1	9606	0.709	0.0	0	0	0.646	0.0	0.0	0.21
9606.ENSP00000263549	9606.ENSP00000395590	PARP12	IFI35	9606	0.758	0.0	0	0	0.689	0.0	0.0	0.253
9606.ENSP00000263549	9606.ENSP00000326247	PARP12	SAMD9L	9606	0.76	0.0	0	0	0.681	0.0	0.0	0.277
9606.ENSP00000263549	9606.ENSP00000354822	PARP12	XAF1	9606	0.769	0.0	0	0	0.69	0.0	0.0	0.283
9606.ENSP00000263549	9606.ENSP00000359783	PARP12	IFI44	9606	0.782	0.0	0	0	0.685	0.0	0.0	0.335
9606.ENSP00000263549	9606.ENSP00000379412	PARP12	ZNFX1	9606	0.791	0.0	0	0	0.619	0.0	0.0	0.474
9606.ENSP00000263549	9606.ENSP00000359787	PARP12	IFI44L	9606	0.8	0.0	0	0	0.729	0.0	0.0	0.293
9606.ENSP00000263549	9606.ENSP00000264346	PARP12	HERC6	9606	0.808	0.0	0	0	0.651	0.0	0.0	0.473
9606.ENSP00000263549	9606.ENSP00000342278	PARP12	OAS2	9606	0.811	0.0	0	0	0.731	0.0	0.0	0.325
9606.ENSP00000263549	9606.ENSP00000263642	PARP12	IFIH1	9606	0.814	0.0	0	0	0.759	0.0	0.0	0.26
9606.ENSP00000263549	9606.ENSP00000368699	PARP12	ISG15	9606	0.821	0.0	0	0	0.757	0.0	0.0	0.294
9606.ENSP00000263549	9606.ENSP00000371471	PARP12	RSAD2	9606	0.834	0.0	0	0	0.632	0.0	0.0	0.568
9606.ENSP00000263549	9606.ENSP00000381601	PARP12	MX1	9606	0.841	0.0	0	0	0.785	0.0	0.0	0.291
9606.ENSP00000263549	9606.ENSP00000353512	PARP12	PARP9	9606	0.899	0.0	0	0	0.846	0.0	0.0	0.77
9606.ENSP00000263642	9606.ENSP00000379412	IFIH1	ZNFX1	9606	0.412	0.0	0	0	0.216	0.078	0.0	0.252
9606.ENSP00000263642	9606.ENSP00000414922	IFIH1	USP41	9606	0.516	0.0	0	0	0.468	0.0	0.0	0.128
9606.ENSP00000263642	9606.ENSP00000369299	IFIH1	TRIM22	9606	0.57	0.0	0	0	0.332	0.064	0.0	0.367
9606.ENSP00000263642	9606.ENSP00000464087	IFIH1	RNF213	9606	0.598	0.0	0	0	0.436	0.0	0.0	0.317
9606.ENSP00000263642	9606.ENSP00000369292	IFIH1	SAMD9	9606	0.774	0.0	0	0	0.701	0.0	0.0	0.275
9606.ENSP00000263642	9606.ENSP00000342513	IFIH1	IFI6	9606	0.776	0.0	0	0	0.545	0.0	0.0	0.527
9606.ENSP00000263642	9606.ENSP00000354822	IFIH1	XAF1	9606	0.779	0.0	0	0	0.647	0.0	0.0	0.399
9606.ENSP00000263642	9606.ENSP00000380073	IFIH1	IRF9	9606	0.794	0.0	0	0	0.38	0.0	0.0	0.681
9606.ENSP00000263642	9606.ENSP00000395590	IFIH1	IFI35	9606	0.8	0.0	0	0	0.584	0.0	0.0	0.54
9606.ENSP00000263642	9606.ENSP00000264346	IFIH1	HERC6	9606	0.817	0.0	0	0	0.714	0.0	0.0	0.388
9606.ENSP00000263642	9606.ENSP00000326247	IFIH1	SAMD9L	9606	0.835	0.0	0	0	0.776	0.0	0.0	0.291
9606.ENSP00000263642	9606.ENSP00000333657	IFIH1	MX2	9606	0.856	0.0	0	0	0.629	0.0	0.0	0.627
9606.ENSP00000263642	9606.ENSP00000264350	IFIH1	HERC5	9606	0.859	0.0	0	0	0.74	0.0	0.0	0.478
9606.ENSP00000263642	9606.ENSP00000296161	IFIH1	DTX3L	9606	0.861	0.0	0	0	0.837	0.0	0.0	0.183
9606.ENSP00000263642	9606.ENSP00000388001	IFIH1	OAS1	9606	0.881	0.0	0	0	0.645	0.0	0.0	0.681
9606.ENSP00000263642	9606.ENSP00000418194	IFIH1	PARP14	9606	0.904	0.0	0	0	0.871	0.0	0.0	0.288
9606.ENSP00000263642	9606.ENSP00000359787	IFIH1	IFI44L	9606	0.905	0.0	0	0	0.789	0.0	0.0	0.571
9606.ENSP00000263642	9606.ENSP00000342278	IFIH1	OAS2	9606	0.922	0.0	0	0	0.771	0.0	0.0	0.676
9606.ENSP00000263642	9606.ENSP00000353512	IFIH1	PARP9	9606	0.923	0.0	0	0	0.89	0.0	0.0	0.329
9606.ENSP00000263642	9606.ENSP00000359783	IFIH1	IFI44	9606	0.924	0.0	0	0	0.809	0.0	0.0	0.62
9606.ENSP00000263642	9606.ENSP00000354394	IFIH1	STAT1	9606	0.927	0.0	0	0	0.712	0.0	0.0	0.758
9606.ENSP00000263642	9606.ENSP00000360883	IFIH1	IFIT3	9606	0.929	0.0	0	0	0.806	0.0	0.0	0.649
9606.ENSP00000263642	9606.ENSP00000369213	IFIH1	DDX58	9606	0.93	0.0	0	0	0.784	0.0	0.6	0.931
9606.ENSP00000263642	9606.ENSP00000377344	IFIH1	DDX60	9606	0.935	0.0	0	0	0.797	0.182	0.0	0.641
9606.ENSP00000263642	9606.ENSP00000360891	IFIH1	IFIT2	9606	0.936	0.0	0	0	0.793	0.0	0.0	0.705
9606.ENSP00000263642	9606.ENSP00000368699	IFIH1	ISG15	9606	0.943	0.0	0	0	0.753	0.0	0.0	0.78
9606.ENSP00000263642	9606.ENSP00000381601	IFIH1	MX1	9606	0.95	0.0	0	0	0.804	0.0	0.0	0.755
9606.ENSP00000263642	9606.ENSP00000371471	IFIH1	RSAD2	9606	0.953	0.0	0	0	0.817	0.0	0.0	0.755
9606.ENSP00000263642	9606.ENSP00000360869	IFIH1	IFIT1	9606	0.959	0.0	0	0	0.834	0.0	0.0	0.768
9606.ENSP00000263642	9606.ENSP00000380697	IFIH1	IRF7	9606	0.969	0.0	0	0	0.423	0.0	0.6	0.876
9606.ENSP00000264346	9606.ENSP00000478591	HERC6	NEURL3	9606	0.426	0.0	0	0	0.0	0.058	0.0	0.416
9606.ENSP00000264346	9606.ENSP00000369292	HERC6	SAMD9	9606	0.431	0.0	0	0	0.306	0.0	0.0	0.214
9606.ENSP00000264346	9606.ENSP00000296161	HERC6	DTX3L	9606	0.452	0.0	0	0	0.121	0.0	0.0	0.402
9606.ENSP00000264346	9606.ENSP00000418194	HERC6	PARP14	9606	0.455	0.0	0	0	0.262	0.056	0.0	0.281
9606.ENSP00000264346	9606.ENSP00000369299	HERC6	TRIM22	9606	0.468	0.0	0	0	0.293	0.056	0.0	0.266
9606.ENSP00000264346	9606.ENSP00000414922	HERC6	USP41	9606	0.548	0.0	0	0	0.227	0.159	0.0	0.36
9606.ENSP00000264346	9606.ENSP00000380073	HERC6	IRF9	9606	0.593	0.0	0	0	0.358	0.0	0.0	0.392
9606.ENSP00000264346	9606.ENSP00000326247	HERC6	SAMD9L	9606	0.642	0.0	0	0	0.582	0.0	0.0	0.177
9606.ENSP00000264346	9606.ENSP00000353512	HERC6	PARP9	9606	0.645	0.0	0	0	0.422	0.056	0.0	0.402
9606.ENSP00000264346	9606.ENSP00000380697	HERC6	IRF7	9606	0.687	0.0	0	0	0.466	0.0	0.0	0.438
9606.ENSP00000264346	9606.ENSP00000354394	HERC6	STAT1	9606	0.718	0.0	0	0	0.567	0.0	0.0	0.375
9606.ENSP00000264346	9606.ENSP00000333657	HERC6	MX2	9606	0.75	0.0	0	0	0.606	0.142	0.0	0.319
9606.ENSP00000264346	9606.ENSP00000395590	HERC6	IFI35	9606	0.765	0.0	0	0	0.66	0.0	0.0	0.336
9606.ENSP00000264346	9606.ENSP00000264350	HERC6	HERC5	9606	0.788	0.0	0	0	0.775	0.0	0.0	0.901
9606.ENSP00000264346	9606.ENSP00000360891	HERC6	IFIT2	9606	0.798	0.0	0	0	0.595	0.12	0.0	0.479
9606.ENSP00000264346	9606.ENSP00000388001	HERC6	OAS1	9606	0.839	0.0	0	0	0.747	0.0	0.0	0.393
9606.ENSP00000264346	9606.ENSP00000342513	HERC6	IFI6	9606	0.853	0.0	0	0	0.756	0.0	0.0	0.423
9606.ENSP00000264346	9606.ENSP00000369213	HERC6	DDX58	9606	0.865	0.0	0	0	0.779	0.0	0.0	0.415
9606.ENSP00000264346	9606.ENSP00000354822	HERC6	XAF1	9606	0.873	0.0	0	0	0.768	0.0	0.0	0.473
9606.ENSP00000264346	9606.ENSP00000342278	HERC6	OAS2	9606	0.885	0.0	0	0	0.769	0.0	0.0	0.526
9606.ENSP00000264346	9606.ENSP00000360883	HERC6	IFIT3	9606	0.89	0.0	0	0	0.794	0.12	0.0	0.443
9606.ENSP00000264346	9606.ENSP00000359787	HERC6	IFI44L	9606	0.899	0.0	0	0	0.806	0.0	0.0	0.504
9606.ENSP00000264346	9606.ENSP00000359783	HERC6	IFI44	9606	0.9	0.0	0	0	0.802	0.0	0.0	0.517
9606.ENSP00000264346	9606.ENSP00000360869	HERC6	IFIT1	9606	0.908	0.0	0	0	0.816	0.12	0.0	0.479
9606.ENSP00000264346	9606.ENSP00000377344	HERC6	DDX60	9606	0.912	0.0	0	0	0.81	0.058	0.0	0.546
9606.ENSP00000264346	9606.ENSP00000381601	HERC6	MX1	9606	0.916	0.0	0	0	0.818	0.142	0.0	0.504
9606.ENSP00000264346	9606.ENSP00000371471	HERC6	RSAD2	9606	0.919	0.0	0	0	0.821	0.0	0.0	0.567
9606.ENSP00000264346	9606.ENSP00000368699	HERC6	ISG15	9606	0.944	0.0	0	0	0.809	0.167	0.0	0.677
9606.ENSP00000264350	9606.ENSP00000414922	HERC5	USP41	9606	0.415	0.0	0	0	0.227	0.159	0.0	0.173
9606.ENSP00000264350	9606.ENSP00000418194	HERC5	PARP14	9606	0.446	0.0	0	0	0.252	0.056	0.0	0.278
9606.ENSP00000264350	9606.ENSP00000380073	HERC5	IRF9	9606	0.526	0.0	0	0	0.227	0.0	0.0	0.412
9606.ENSP00000264350	9606.ENSP00000369299	HERC5	TRIM22	9606	0.554	0.0	0	0	0.23	0.056	0.0	0.436
9606.ENSP00000264350	9606.ENSP00000353512	HERC5	PARP9	9606	0.554	0.0	0	0	0.31	0.056	0.0	0.37
9606.ENSP00000264350	9606.ENSP00000369292	HERC5	SAMD9	9606	0.557	0.0	0	0	0.285	0.0	0.0	0.406
9606.ENSP00000264350	9606.ENSP00000395590	HERC5	IFI35	9606	0.704	0.0	0	0	0.569	0.0	0.0	0.342
9606.ENSP00000264350	9606.ENSP00000380697	HERC5	IRF7	9606	0.714	0.0	0	0	0.463	0.0	0.0	0.489
9606.ENSP00000264350	9606.ENSP00000326247	HERC5	SAMD9L	9606	0.743	0.0	0	0	0.597	0.0	0.0	0.389
9606.ENSP00000264350	9606.ENSP00000354822	HERC5	XAF1	9606	0.773	0.0	0	0	0.631	0.0	0.0	0.41
9606.ENSP00000264350	9606.ENSP00000342513	HERC5	IFI6	9606	0.853	0.0	0	0	0.68	0.0	0.0	0.56
9606.ENSP00000264350	9606.ENSP00000388001	HERC5	OAS1	9606	0.859	0.0	0	0	0.72	0.0	0.0	0.519
9606.ENSP00000264350	9606.ENSP00000377344	HERC5	DDX60	9606	0.871	0.0	0	0	0.748	0.058	0.0	0.5
9606.ENSP00000264350	9606.ENSP00000342278	HERC5	OAS2	9606	0.881	0.0	0	0	0.739	0.0	0.0	0.564
9606.ENSP00000264350	9606.ENSP00000360891	HERC5	IFIT2	9606	0.915	0.0	0	0	0.81	0.12	0.0	0.533
9606.ENSP00000264350	9606.ENSP00000359783	HERC5	IFI44	9606	0.919	0.0	0	0	0.803	0.0	0.0	0.606
9606.ENSP00000264350	9606.ENSP00000359787	HERC5	IFI44L	9606	0.921	0.0	0	0	0.805	0.0	0.0	0.612
9606.ENSP00000264350	9606.ENSP00000360883	HERC5	IFIT3	9606	0.924	0.0	0	0	0.815	0.12	0.0	0.569
9606.ENSP00000264350	9606.ENSP00000371471	HERC5	RSAD2	9606	0.93	0.0	0	0	0.822	0.0	0.0	0.622
9606.ENSP00000264350	9606.ENSP00000369213	HERC5	DDX58	9606	0.939	0.0	0	0	0.717	0.0	0.6	0.504
9606.ENSP00000264350	9606.ENSP00000354394	HERC5	STAT1	9606	0.976	0.0	0	0	0.599	0.0	0.9	0.468
9606.ENSP00000264350	9606.ENSP00000333657	HERC5	MX2	9606	0.982	0.0	0	0	0.606	0.142	0.9	0.529
9606.ENSP00000264350	9606.ENSP00000381601	HERC5	MX1	9606	0.992	0.0	0	0	0.798	0.142	0.9	0.631
9606.ENSP00000264350	9606.ENSP00000360869	HERC5	IFIT1	9606	0.992	0.0	0	0	0.811	0.12	0.9	0.627
9606.ENSP00000264350	9606.ENSP00000368699	HERC5	ISG15	9606	0.995	0.0	0	0	0.796	0.553	0.8	0.783
9606.ENSP00000265132	9606.ENSP00000478725	AMBP	IGHV3-11	9606	0.6	0.0	0	0	0.0	0.0	0.6	0.0
9606.ENSP00000265132	9606.ENSP00000431254	AMBP	IGLL5	9606	0.658	0.0	0	0	0.0	0.0	0.6	0.181
9606.ENSP00000265132	9606.ENSP00000379138	AMBP	AFP	9606	0.885	0.0	0	0	0.843	0.223	0.0	0.134
9606.ENSP00000265421	9606.ENSP00000381740	POLB	PARP3	9606	0.427	0.0	0	0	0.0	0.0	0.0	0.427
9606.ENSP00000265421	9606.ENSP00000307004	POLB	APLF	9606	0.859	0.0	0	0	0.0	0.789	0.0	0.363
9606.ENSP00000265421	9606.ENSP00000384408	POLB	PARG	9606	0.948	0.0	0	0	0.065	0.0	0.9	0.494
9606.ENSP00000265421	9606.ENSP00000355759	POLB	PARP1	9606	0.996	0.0	0	0	0.0	0.754	0.6	0.962
9606.ENSP00000281631	9606.ENSP00000384408	PARP8	PARG	9606	0.481	0.0	0	0	0.0	0.0	0.0	0.481
9606.ENSP00000281631	9606.ENSP00000362273	PARP8	ADPRHL2	9606	0.502	0.0	0	0	0.0	0.0	0.0	0.502
9606.ENSP00000281631	9606.ENSP00000355759	PARP8	PARP1	9606	0.545	0.0	0	0	0.0	0.0	0.0	0.545
9606.ENSP00000281631	9606.ENSP00000418194	PARP8	PARP14	9606	0.592	0.0	0	0	0.062	0.0	0.0	0.583
9606.ENSP00000281631	9606.ENSP00000353512	PARP8	PARP9	9606	0.63	0.0	0	0	0.062	0.0	0.0	0.622
9606.ENSP00000281631	9606.ENSP00000371419	PARP8	PARP4	9606	0.637	0.0	0	0	0.0	0.0	0.0	0.637
9606.ENSP00000281631	9606.ENSP00000381740	PARP8	PARP3	9606	0.824	0.0	0	0	0.0	0.0	0.0	0.824
9606.ENSP00000283946	9606.ENSP00000359819	FBXO36	MOSPD1	9606	0.715	0.0	0	0	0.0	0.0	0.0	0.715
9606.ENSP00000296161	9606.ENSP00000360869	DTX3L	IFIT1	9606	0.413	0.0	0	0	0.22	0.0	0.0	0.278
9606.ENSP00000296161	9606.ENSP00000380697	DTX3L	IRF7	9606	0.417	0.0	0	0	0.168	0.0	0.0	0.328
9606.ENSP00000296161	9606.ENSP00000371471	DTX3L	RSAD2	9606	0.445	0.0	0	0	0.304	0.0	0.0	0.235
9606.ENSP00000296161	9606.ENSP00000355759	DTX3L	PARP1	9606	0.475	0.0	0	0	0.0	0.273	0.0	0.308
9606.ENSP00000296161	9606.ENSP00000414922	DTX3L	USP41	9606	0.514	0.0	0	0	0.426	0.0	0.0	0.189
9606.ENSP00000296161	9606.ENSP00000381601	DTX3L	MX1	9606	0.644	0.0	0	0	0.545	0.0	0.0	0.249
9606.ENSP00000296161	9606.ENSP00000368699	DTX3L	ISG15	9606	0.658	0.0	0	0	0.529	0.0	0.0	0.303
9606.ENSP00000296161	9606.ENSP00000464087	DTX3L	RNF213	9606	0.696	0.0	0	0	0.662	0.0	0.0	0.137
9606.ENSP00000296161	9606.ENSP00000369213	DTX3L	DDX58	9606	0.71	0.0	0	0	0.67	0.0	0.0	0.157
9606.ENSP00000296161	9606.ENSP00000354394	DTX3L	STAT1	9606	0.726	0.0	0	0	0.315	0.486	0.0	0.284
9606.ENSP00000296161	9606.ENSP00000418194	DTX3L	PARP14	9606	0.972	0.0	0	0	0.878	0.27	0.0	0.72
9606.ENSP00000296161	9606.ENSP00000353512	DTX3L	PARP9	9606	0.999	0.0	0	0	0.91	0.846	0.0	0.969
9606.ENSP00000303920	9606.ENSP00000369820	MZB1	PIGA	9606	0.41	0.0	0	0	0.0	0.0	0.0	0.41
9606.ENSP00000303920	9606.ENSP00000376544	MZB1	CD79B	9606	0.472	0.0	0	0	0.238	0.0	0.0	0.335
9606.ENSP00000303920	9606.ENSP00000431254	MZB1	IGLL5	9606	0.503	0.0	0	0	0.268	0.0	0.0	0.349
9606.ENSP00000303920	9606.ENSP00000329312	MZB1	IGLL1	9606	0.675	0.0	0	0	0.542	0.0	0.0	0.321
9606.ENSP00000303920	9606.ENSP00000376786	MZB1	POU2AF1	9606	0.781	0.0	0	0	0.61	0.0	0.0	0.462
9606.ENSP00000306253	9606.ENSP00000431254	ITPR1	IGLL5	9606	0.65	0.0	0	0	0.0	0.0	0.65	0.0
9606.ENSP00000306253	9606.ENSP00000478725	ITPR1	IGHV3-11	9606	0.652	0.0	0	0	0.0	0.0	0.65	0.047
9606.ENSP00000306253	9606.ENSP00000376544	ITPR1	CD79B	9606	0.662	0.0	0	0	0.0	0.0	0.65	0.075
9606.ENSP00000306253	9606.ENSP00000379042	ITPR1	ERO1L	9606	0.741	0.0	0	0	0.0	0.0	0.0	0.741
9606.ENSP00000307004	9606.ENSP00000362273	APLF	ADPRHL2	9606	0.516	0.0	0	0	0.0	0.0	0.0	0.516
9606.ENSP00000307004	9606.ENSP00000336750	APLF	SUPT7L	9606	0.612	0.0	0	0	0.056	0.0	0.0	0.606
9606.ENSP00000307004	9606.ENSP00000384408	APLF	PARG	9606	0.661	0.0	0	0	0.0	0.0	0.0	0.661
9606.ENSP00000307004	9606.ENSP00000381740	APLF	PARP3	9606	0.829	0.0	0	0	0.0	0.0	0.0	0.828
9606.ENSP00000307004	9606.ENSP00000355759	APLF	PARP1	9606	0.949	0.0	0	0	0.0	0.871	0.0	0.627
9606.ENSP00000309521	9606.ENSP00000481152	LIME1	IGHV3-43D	9606	0.54	0.0	0	0	0.0	0.0	0.54	0.0
9606.ENSP00000309521	9606.ENSP00000479675	LIME1	IGHV3-15	9606	0.54	0.0	0	0	0.0	0.0	0.54	0.0
9606.ENSP00000309521	9606.ENSP00000478289	LIME1	IGHV4-38-2	9606	0.54	0.0	0	0	0.0	0.0	0.54	0.0
9606.ENSP00000309521	9606.ENSP00000329312	LIME1	IGLL1	9606	0.54	0.0	0	0	0.0	0.0	0.54	0.0
9606.ENSP00000309521	9606.ENSP00000478725	LIME1	IGHV3-11	9606	0.54	0.0	0	0	0.0	0.0	0.54	0.0
9606.ENSP00000309521	9606.ENSP00000431254	LIME1	IGLL5	9606	0.54	0.0	0	0	0.0	0.0	0.54	0.0
9606.ENSP00000309521	9606.ENSP00000376544	LIME1	CD79B	9606	0.556	0.0	0	0	0.075	0.0	0.54	0.0
9606.ENSP00000313809	9606.ENSP00000379401	AMBN	ODAM	9606	0.831	0.0	0	0	0.0	0.0	0.0	0.831
9606.ENSP00000313809	9606.ENSP00000341013	AMBN	AMTN	9606	0.883	0.0	0	0	0.0	0.0	0.0	0.883
9606.ENSP00000313809	9606.ENSP00000379383	AMBN	ENAM	9606	0.968	0.0	0	0	0.062	0.0	0.0	0.967
9606.ENSP00000316491	9606.ENSP00000478725	FCAMR	IGHV3-11	9606	0.6	0.0	0	0	0.0	0.0	0.6	0.0
9606.ENSP00000316491	9606.ENSP00000431254	FCAMR	IGLL5	9606	0.61	0.0	0	0	0.065	0.0	0.6	0.0
9606.ENSP00000316491	9606.ENSP00000347714	FCAMR	FCAR	9606	0.656	0.0	0	0	0.0	0.0	0.0	0.656
9606.ENSP00000318804	9606.ENSP00000371471	CRLF3	RSAD2	9606	0.574	0.0	0	0	0.0	0.0	0.0	0.574
9606.ENSP00000318804	9606.ENSP00000362170	CRLF3	NAIF1	9606	0.665	0.0	0	0	0.0	0.0	0.0	0.665
9606.ENSP00000318804	9606.ENSP00000349687	CRLF3	GM2A	9606	0.686	0.0	0	0	0.0	0.0	0.0	0.686
9606.ENSP00000326247	9606.ENSP00000353512	SAMD9L	PARP9	9606	0.454	0.0	0	0	0.364	0.0	0.0	0.177
9606.ENSP00000326247	9606.ENSP00000342513	SAMD9L	IFI6	9606	0.473	0.0	0	0	0.318	0.0	0.0	0.26
9606.ENSP00000326247	9606.ENSP00000380697	SAMD9L	IRF7	9606	0.492	0.0	0	0	0.4	0.0	0.0	0.188
9606.ENSP00000326247	9606.ENSP00000380073	SAMD9L	IRF9	9606	0.501	0.0	0	0	0.373	0.0	0.0	0.237
9606.ENSP00000326247	9606.ENSP00000418194	SAMD9L	PARP14	9606	0.632	0.0	0	0	0.352	0.0	0.0	0.454
9606.ENSP00000326247	9606.ENSP00000368699	SAMD9L	ISG15	9606	0.689	0.0	0	0	0.576	0.0	0.0	0.296
9606.ENSP00000326247	9606.ENSP00000395590	SAMD9L	IFI35	9606	0.712	0.0	0	0	0.671	0.0	0.0	0.16
9606.ENSP00000326247	9606.ENSP00000388001	SAMD9L	OAS1	9606	0.76	0.0	0	0	0.634	0.0	0.0	0.371
9606.ENSP00000326247	9606.ENSP00000333657	SAMD9L	MX2	9606	0.797	0.0	0	0	0.707	0.0	0.0	0.338
9606.ENSP00000326247	9606.ENSP00000369292	SAMD9L	SAMD9	9606	0.8	0.0	0	0	0.793	0.0	0.0	0.932
9606.ENSP00000326247	9606.ENSP00000369213	SAMD9L	DDX58	9606	0.808	0.0	0	0	0.746	0.0	0.0	0.277
9606.ENSP00000326247	9606.ENSP00000369299	SAMD9L	TRIM22	9606	0.809	0.0	0	0	0.769	0.0	0.0	0.208
9606.ENSP00000326247	9606.ENSP00000381601	SAMD9L	MX1	9606	0.811	0.0	0	0	0.704	0.0	0.0	0.387
9606.ENSP00000326247	9606.ENSP00000354394	SAMD9L	STAT1	9606	0.831	0.0	0	0	0.782	0.0	0.0	0.257
9606.ENSP00000326247	9606.ENSP00000342278	SAMD9L	OAS2	9606	0.845	0.0	0	0	0.782	0.0	0.0	0.318
9606.ENSP00000326247	9606.ENSP00000360891	SAMD9L	IFIT2	9606	0.847	0.0	0	0	0.745	0.0	0.0	0.423
9606.ENSP00000326247	9606.ENSP00000360869	SAMD9L	IFIT1	9606	0.847	0.0	0	0	0.762	0.0	0.0	0.383
9606.ENSP00000326247	9606.ENSP00000371471	SAMD9L	RSAD2	9606	0.848	0.0	0	0	0.744	0.0	0.0	0.43
9606.ENSP00000326247	9606.ENSP00000354822	SAMD9L	XAF1	9606	0.853	0.0	0	0	0.799	0.0	0.0	0.303
9606.ENSP00000326247	9606.ENSP00000377344	SAMD9L	DDX60	9606	0.855	0.0	0	0	0.816	0.0	0.0	0.245
9606.ENSP00000326247	9606.ENSP00000359783	SAMD9L	IFI44	9606	0.876	0.0	0	0	0.794	0.0	0.0	0.424
9606.ENSP00000326247	9606.ENSP00000359787	SAMD9L	IFI44L	9606	0.883	0.0	0	0	0.785	0.0	0.0	0.48
9606.ENSP00000326247	9606.ENSP00000360883	SAMD9L	IFIT3	9606	0.888	0.0	0	0	0.806	0.0	0.0	0.445
9606.ENSP00000329312	9606.ENSP00000371419	IGLL1	PARP4	9606	0.42	0.0	0	0	0.0	0.0	0.0	0.42
9606.ENSP00000329312	9606.ENSP00000481152	IGLL1	IGHV3-43D	9606	0.54	0.0	0	0	0.0	0.0	0.54	0.0
9606.ENSP00000329312	9606.ENSP00000479675	IGLL1	IGHV3-15	9606	0.54	0.0	0	0	0.0	0.0	0.54	0.0
9606.ENSP00000329312	9606.ENSP00000350844	IGLL1	PAX5	9606	0.562	0.0	0	0	0.0	0.0	0.0	0.562
9606.ENSP00000329312	9606.ENSP00000478725	IGLL1	IGHV3-11	9606	0.6	0.0	0	0	0.0	0.0	0.6	0.0
9606.ENSP00000329312	9606.ENSP00000376544	IGLL1	CD79B	9606	0.856	0.0	0	0	0.088	0.0	0.54	0.686
9606.ENSP00000329312	9606.ENSP00000431254	IGLL1	IGLL5	9606	0.926	0.0	0	0	0.746	0.412	0.54	0.787
9606.ENSP00000329312	9606.ENSP00000478289	IGLL1	IGHV4-38-2	9606	0.948	0.0	0	0	0.0	0.0	0.54	0.893
9606.ENSP00000333657	9606.ENSP00000353512	MX2	PARP9	9606	0.41	0.042	0	0	0.262	0.0	0.0	0.231
9606.ENSP00000333657	9606.ENSP00000418194	MX2	PARP14	9606	0.509	0.042	0	0	0.322	0.0	0.0	0.305
9606.ENSP00000333657	9606.ENSP00000369299	MX2	TRIM22	9606	0.624	0.0	0	0	0.233	0.0	0.0	0.531
9606.ENSP00000333657	9606.ENSP00000377344	MX2	DDX60	9606	0.65	0.0	0	0	0.346	0.064	0.0	0.475
9606.ENSP00000333657	9606.ENSP00000369292	MX2	SAMD9	9606	0.665	0.0	0	0	0.368	0.0	0.0	0.492
9606.ENSP00000333657	9606.ENSP00000464087	MX2	RNF213	9606	0.67	0.0	0	0	0.588	0.0	0.0	0.231
9606.ENSP00000333657	9606.ENSP00000379412	MX2	ZNFX1	9606	0.675	0.046	0	0	0.641	0.0	0.0	0.128
9606.ENSP00000333657	9606.ENSP00000359787	MX2	IFI44L	9606	0.846	0.0	0	0	0.685	0.0	0.0	0.531
9606.ENSP00000333657	9606.ENSP00000354394	MX2	STAT1	9606	0.886	0.0	0	0	0.38	0.0	0.5	0.663
9606.ENSP00000333657	9606.ENSP00000359783	MX2	IFI44	9606	0.891	0.0	0	0	0.725	0.0	0.0	0.619
9606.ENSP00000333657	9606.ENSP00000369213	MX2	DDX58	9606	0.925	0.0	0	0	0.614	0.0	0.5	0.642
9606.ENSP00000333657	9606.ENSP00000381601	MX2	MX1	9606	0.956	0.0	0	0	0.784	0.0	0.8	0.903
9606.ENSP00000333657	9606.ENSP00000414922	MX2	USP41	9606	0.956	0.0	0	0	0.488	0.115	0.9	0.154
9606.ENSP00000333657	9606.ENSP00000380073	MX2	IRF9	9606	0.966	0.0	0	0	0.264	0.0	0.9	0.586
9606.ENSP00000333657	9606.ENSP00000360869	MX2	IFIT1	9606	0.974	0.0	0	0	0.826	0.0	0.5	0.733
9606.ENSP00000333657	9606.ENSP00000368699	MX2	ISG15	9606	0.974	0.0	0	0	0.663	0.149	0.6	0.806
9606.ENSP00000333657	9606.ENSP00000354822	MX2	XAF1	9606	0.976	0.0	0	0	0.651	0.0	0.9	0.384
